lbo_rank,ticker,company,sector,sub_industry,cik,sec_company_title,fetch_success,error,year,filed,revenue,gross_profit,operating_income,depreciation_amortization,ebit,ebitda,interest_expense,operating_cash_flow,capex,fcf,free_cash_flow,total_debt,cash,net_debt,current_assets,current_liabilities,fcf_margin,fcf_conversion,fcf_to_debt,debt_to_ebitda,net_debt_to_ebitda,interest_coverage,cash_interest_coverage,current_ratio,capex_to_revenue,capex_to_ebitda,usable_metric_count,revenue_concept,debt_concept,fcf_score,fcf_margin_score,fcf_conversion_score,fcf_to_debt_score,debt_to_ebitda_score,net_debt_to_ebitda_score,interest_coverage_score,cash_interest_coverage_score,capex_to_revenue_score,capex_to_ebitda_score,cash_flow_strength_score,deleveraging_capacity_score,leverage_score,coverage_score,capex_burden_score,lbo_financial_score,financial_feasibility_score,missing_critical_data,pass_fcf_filter,pass_interest_coverage_filter,pass_debt_to_ebitda_filter,pass_current_ratio_filter,pass_capex_to_ebitda_filter,pass_hard_filters,financial_red_flag,lbo_rating,lbo_status
90,KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,21344,COCA COLA CO,True,,2025.0,2026-02-20,45754000000.0,27234000000.0,11311000000.0,1128000000.0,11311000000.0,12439000000.0,1527000000.0,11599000000.0,1852000000.0,9747000000.0,9747000000.0,36776000000.0,9366000000.0,27410000000.0,25997000000.0,25249000000.0,0.2130305547055995,0.7835838893801752,0.2650369806395475,2.9565077578583487,2.203553340300667,7.407334643091028,7.595939751146038,1.0296249356410154,0.0404773353149451,0.1488865664442479,19,Revenues,LongTermDebt,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.666666666666667,5.0,3.0,4.0,3.5,84.50000000000001,0.8450000000000002,False,True,True,True,True,True,True,False,Attractive,Pass
91,FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,1659166,Fortive Corp,True,,2025.0,2026-02-25,3913900000.0,2477100000.0,574000000.0,426200000.0,574000000.0,1000200000.0,-123500000.0,1353600000.0,78600000.0,1275000000.0,1275000000.0,3707300000.0,813300000.0,2894000000.0,2592300000.0,2238400000.0,0.3257620276450599,1.274745050989802,0.3439160575081595,3.7065586882623474,2.8934213157368527,4.647773279352227,10.960323886639676,1.1581040028591851,0.0200822708807072,0.0785842831433713,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,4.666666666666667,5.0,2.5,4.0,4.0,84.50000000000001,0.8450000000000002,False,True,True,True,True,True,True,False,Attractive,Pass
92,APP,AppLovin,Information Technology,Application Software,1751008,AppLovin Corp,True,,2025.0,2026-02-19,1841762000.0,,772411000.0,489008000.0,772411000.0,1261419000.0,273508000.0,1061510000.0,662000.0,1060848000.0,1060848000.0,3508983000.0,697030000.0,2811953000.0,2312190000.0,1057472000.0,0.5759962470720973,0.8409957357547334,0.3023234937302346,2.781774335094049,2.229198228344428,2.824089240534098,3.88109305760709,2.186525978938449,0.0003594384073512,0.0005248057941096,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,4.666666666666667,5.0,3.0,2.5,5.0,84.50000000000001,0.8450000000000002,False,True,True,True,True,True,True,False,Attractive,Pass
93,PWR,Quanta Services,Industrials,Construction & Engineering,1050915,"QUANTA SERVICES, INC.",True,,2025.0,2026-02-19,20882206000.0,2937086000.0,1127976000.0,324786000.0,1127976000.0,1452762000.0,68899000.0,1575952000.0,434803000.0,1141149000.0,1141149000.0,62680000.0,428505000.0,-365825000.0,7851033000.0,6028513000.0,0.0546469563608365,0.7855030624424373,18.205950861518826,0.0431454016556049,-0.2518134422568872,16.371442256055968,22.873365360890578,1.3023166741118417,0.0208216986270511,0.2992940343979262,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.3333333333333335,5.0,5.0,5.0,3.0,84.0,0.84,False,True,True,True,True,True,True,False,Attractive,Pass
94,COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,909832,COSTCO WHOLESALE CORP /NEW,True,,2025.0,2025-10-08,242290000000.0,,8114000000.0,2077000000.0,8114000000.0,10191000000.0,160000000.0,11068000000.0,4323000000.0,6745000000.0,6745000000.0,7657000000.0,9906000000.0,-2249000000.0,34246000000.0,35464000000.0,0.0278385405918527,0.6618585026003336,0.8808933002481389,0.7513492297124914,-0.2206849180649592,50.7125,69.175,0.965655312429506,0.0178422551487886,0.4241978216073006,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.3333333333333335,5.0,5.0,5.0,3.0,84.0,0.84,False,True,True,True,False,True,False,False,Marginal,Fail
95,NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",1002047,"NetApp, Inc.",True,,2025.0,2025-06-09,6362000000.0,4209000000.0,1018000000.0,181000000.0,1018000000.0,1199000000.0,73000000.0,1107000000.0,239000000.0,868000000.0,868000000.0,2392000000.0,1903000000.0,489000000.0,4897000000.0,4106000000.0,0.1364350833071361,0.7239366138448707,0.362876254180602,1.994995829858215,0.4078398665554629,13.945205479452056,15.164383561643836,1.1926449098879688,0.0375668028921722,0.1993327773144287,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.3333333333333335,5.0,4.5,5.0,3.5,84.0,0.84,False,True,True,True,True,True,True,False,Attractive,Pass
96,CHD,Church & Dwight,Consumer Staples,Household Products,313927,CHURCH & DWIGHT CO INC /DE/,True,,2025.0,2026-02-12,5867900000.0,2588500000.0,1057400000.0,225200000.0,1057400000.0,1282600000.0,110900000.0,1030600000.0,223500000.0,807100000.0,807100000.0,2204600000.0,964100000.0,1240500000.0,2240600000.0,1315900000.0,0.1375449479370814,0.6292686730079526,0.3660981583960809,1.7188523312022457,0.9671760486511772,9.534715960324617,9.293056807935075,1.702712972110343,0.0380885836500281,0.1742554186808046,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.3333333333333335,5.0,4.5,5.0,3.5,84.0,0.84,False,True,True,True,True,True,True,False,Attractive,Pass
97,BSX,Boston Scientific,Health Care,Health Care Equipment,885725,BOSTON SCIENTIFIC CORP,True,,2025.0,2026-02-17,14240000000.0,9896000000.0,2343000000.0,1196000000.0,2343000000.0,3539000000.0,265000000.0,2503000000.0,711000000.0,1792000000.0,1792000000.0,1778000000.0,865000000.0,913000000.0,6920000000.0,6399000000.0,0.1258426966292135,0.5063577281717999,1.0078740157480317,0.5024018084204578,0.2579824809268154,8.841509433962264,9.445283018867924,1.0814189717143303,0.0499297752808988,0.2009042102288782,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.3333333333333335,5.0,5.0,5.0,3.0,84.0,0.84,False,True,True,True,True,True,True,False,Attractive,Pass
98,GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,277135,"W.W. GRAINGER, INC.",True,,2025.0,2026-02-19,16478000000.0,6496000000.0,2565000000.0,277000000.0,2565000000.0,2842000000.0,76000000.0,2031000000.0,445000000.0,1586000000.0,1586000000.0,2778000000.0,1036000000.0,1742000000.0,5737000000.0,2305000000.0,0.0962495448476756,0.558057705840957,0.5709143268538517,0.9774806474313864,0.6129486277269528,33.75,26.723684210526315,2.488937093275488,0.027005704575798,0.1565798733286418,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,3.5,83.5,0.835,False,True,True,True,True,True,True,False,Attractive,Pass
99,HUM,Humana,Health Care,Managed Health Care,49071,HUMANA INC,True,,2025.0,2026-02-19,106374000000.0,,4013000000.0,779000000.0,4013000000.0,4792000000.0,326000000.0,3981000000.0,1004000000.0,2977000000.0,2977000000.0,577000000.0,2221000000.0,-1644000000.0,29815000000.0,16939000000.0,0.0279861620320755,0.6212437395659433,5.15944540727903,0.1204090150250417,-0.3430717863105175,12.309815950920246,12.21165644171779,1.760139323454749,0.009438396600673,0.2095158597662771,18,Revenues,DebtCurrent,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,3.5,83.5,0.835,False,True,True,True,True,True,True,False,Attractive,Pass
100,LYB,LyondellBasell,Materials,Specialty Chemicals,1489393,LyondellBasell Industries N.V.,True,,2025.0,2026-02-20,33336000000.0,1332000000.0,2725000000.0,1534000000.0,2725000000.0,4259000000.0,519000000.0,4942000000.0,1531000000.0,3411000000.0,3411000000.0,4300000000.0,3375000000.0,925000000.0,12266000000.0,6705000000.0,0.1023218142548596,0.8008922282225874,0.7932558139534883,1.0096266729279173,0.2171871331298427,5.250481695568401,9.522157996146436,1.82938105891126,0.0459263258939284,0.3594740549424747,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,4.0,5.0,4.5,4.5,2.5,83.5,0.835,False,True,True,True,True,True,True,False,Attractive,Pass
101,TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,24545,MOLSON COORS BEVERAGE CO,True,,2025.0,2026-02-18,13884600000.0,4368800000.0,1438200000.0,682800000.0,1438200000.0,2121000000.0,260300000.0,2079000000.0,671500000.0,1407500000.0,1407500000.0,32200000.0,969300000.0,-937100000.0,2848400000.0,3045200000.0,0.1013713034585079,0.6636020744931636,43.7111801242236,0.0151815181518151,-0.4418198962753418,5.52516327314637,7.986938148290434,0.9353737028766584,0.0483629344741656,0.3165959453088166,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.6666666666666665,5.0,5.0,4.0,3.0,82.99999999999999,0.8299999999999998,False,True,True,True,False,True,False,False,Marginal,Fail
102,BIIB,Biogen,Health Care,Biotechnology,875045,BIOGEN INC.,True,,2025.0,2026-02-06,9835600000.0,2887800000.0,7042600000.0,494800000.0,7042600000.0,7537400000.0,246900000.0,1547200000.0,277000000.0,1270200000.0,1270200000.0,1748600000.0,3419300000.0,-1670700000.0,7456800000.0,5528800000.0,0.1291431127740046,0.168519648685223,0.7264096991879218,0.2319898108100936,-0.2216546819858306,28.5240988254354,6.266504657756177,1.3487194327883083,0.0281629997153198,0.0367500729694589,19,Revenues,DebtCurrent,4.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.6666666666666665,5.0,5.0,4.5,4.5,82.99999999999999,0.8299999999999998,False,True,True,True,True,True,True,False,Attractive,Pass
103,IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,832101,IDEX CORP /DE/,True,,2025.0,2026-02-19,3273900000.0,1446900000.0,732500000.0,57200000.0,732500000.0,789700000.0,41000000.0,716700000.0,89900000.0,626800000.0,626800000.0,1971300000.0,620800000.0,1350500000.0,1592700000.0,629700000.0,0.1914536180091023,0.7937191338482968,0.3179627656876173,2.496264404204128,1.7101430923135368,17.865853658536587,17.48048780487805,2.529299666507861,0.0274596047527413,0.1138406989996201,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.6666666666666665,5.0,3.5,5.0,3.5,82.99999999999999,0.8299999999999998,False,True,True,True,True,True,True,False,Attractive,Pass
104,LMT,Lockheed Martin,Industrials,Aerospace & Defense,936468,LOCKHEED MARTIN CORP,True,,2025.0,2026-01-29,67571000000.0,8479000000.0,8507000000.0,1430000000.0,8507000000.0,9937000000.0,569000000.0,7920000000.0,1691000000.0,6229000000.0,6229000000.0,20270000000.0,2483000000.0,17787000000.0,21849000000.0,19420000000.0,0.092184517026535,0.6268491496427493,0.3073014306857424,2.0398510616886383,1.7899768541813426,14.95079086115993,13.919156414762742,1.1250772399588054,0.0250255287031418,0.1701720841300191,19,Revenues,LongTermDebt,5.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.6666666666666665,5.0,3.5,5.0,3.5,82.99999999999999,0.8299999999999998,False,True,True,True,True,True,True,False,Attractive,Pass
105,PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,77360,PENTAIR plc,True,,2025.0,2026-02-24,4104500000.0,1519200000.0,739200000.0,59500000.0,739200000.0,798700000.0,87300000.0,619200000.0,76000000.0,543200000.0,543200000.0,1638700000.0,108900000.0,1529800000.0,1436100000.0,895100000.0,0.1323425508588135,0.6801051709027169,0.3314822725331055,2.05170902716915,1.9153624640040063,8.467353951890034,7.092783505154639,1.604401742822031,0.0185162626385674,0.0951546262676849,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.3333333333333335,5.0,3.5,4.5,4.5,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
106,WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,True,,2025.0,2026-02-13,9677000000.0,2944000000.0,1266000000.0,531000000.0,1266000000.0,1797000000.0,15983000.0,1201000000.0,186000000.0,1015000000.0,1015000000.0,3980000000.0,541000000.0,3439000000.0,4943000000.0,3792000000.0,0.1048878784747339,0.5648302726766834,0.2550251256281407,2.21480244852532,1.9137451307735116,79.20915973221548,75.14233873490583,1.3035337552742616,0.0192208329027591,0.1035058430717863,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.3333333333333335,5.0,3.5,5.0,4.0,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
107,ALLE,Allegion,Industrials,Building Products,1579241,Allegion plc,True,,2025.0,2026-02-17,3650800000.0,,708400000.0,109000000.0,708400000.0,817400000.0,93100000.0,600600000.0,84200000.0,516400000.0,516400000.0,21900000.0,503800000.0,-481900000.0,1422300000.0,696900000.0,0.1414484496548701,0.6317592366038659,23.57990867579909,0.0267922681673599,-0.5895522388059702,7.609022556390977,6.451127819548872,2.0408953938872147,0.0230634381505423,0.103009542451676,18,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.3333333333333335,5.0,5.0,4.0,3.5,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
108,LHX,L3Harris,Industrials,Aerospace & Defense,202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",True,,2025.0,2026-02-12,19419000000.0,380700000.0,1426000000.0,1166000000.0,1426000000.0,2592000000.0,170000000.0,2096000000.0,449000000.0,1647000000.0,1647000000.0,3712000000.0,615000000.0,3097000000.0,8218000000.0,7633000000.0,0.0848138421133941,0.6354166666666666,0.4436961206896552,1.432098765432099,1.1948302469135803,8.388235294117647,12.329411764705885,1.0766409013494038,0.0231216849477316,0.1732253086419753,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.3333333333333335,5.0,4.0,5.0,3.5,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
109,LDOS,Leidos,Industrials,Diversified Support Services,1336920,"Leidos Holdings, Inc.",True,,2025.0,2026-02-17,15339000000.0,,621000000.0,331000000.0,621000000.0,952000000.0,147000000.0,1187000000.0,207000000.0,980000000.0,980000000.0,618000000.0,641000000.0,-23000000.0,4334000000.0,3560000000.0,0.0638894321663733,1.0294117647058822,1.5857605177993528,0.6491596638655462,-0.0241596638655462,4.224489795918367,8.07482993197279,1.2174157303370787,0.0134950127126931,0.2174369747899159,18,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,3.3333333333333335,5.0,5.0,4.0,3.5,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
110,TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,97210,"TERADYNE, INC",True,,2025.0,2026-02-19,2676298000.0,1536748000.0,501068000.0,110886000.0,501068000.0,611954000.0,3806000.0,585231000.0,159642000.0,425589000.0,425589000.0,186663000.0,553354000.0,-366691000.0,1816397000.0,624579000.0,0.1590215289926607,0.695459135817398,2.279985856865045,0.3050278288890995,-0.5992133395647385,131.6521282186022,153.7653704676826,2.908194159585897,0.0596503080000807,0.2608725492438974,19,Revenues,DebtCurrent,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.3333333333333335,5.0,5.0,5.0,2.5,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
111,DXCM,Dexcom,Health Care,Health Care Equipment,1093557,DEXCOM INC,True,,2025.0,2026-02-12,3622300000.0,2288900000.0,597700000.0,186000000.0,597700000.0,783700000.0,18800000.0,748500000.0,236600000.0,511900000.0,511900000.0,4600000.0,566300000.0,-561700000.0,4301400000.0,2932000000.0,0.141319051431411,0.6531836161796606,111.28260869565216,0.0058695929564884,-0.716728339925992,31.79255319148936,39.81382978723404,1.4670532060027286,0.0653176158794136,0.3019012377185147,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.3333333333333335,5.0,5.0,5.0,2.5,82.5,0.825,False,True,True,True,True,True,True,False,Attractive,Pass
112,LIN,Linde plc,Materials,Industrial Gases,1707925,LINDE PLC,True,,2025.0,2026-02-25,32854000000.0,,8024000000.0,3816000000.0,8024000000.0,11840000000.0,38000000.0,9305000000.0,3787000000.0,5518000000.0,5518000000.0,17400000000.0,4850000000.0,12550000000.0,12945000000.0,14544000000.0,0.1679551957143726,0.4660472972972973,0.3171264367816092,1.4695945945945943,1.0599662162162162,211.1578947368421,244.8684210526316,0.8900577557755776,0.1152675473306142,0.3198479729729729,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,82.00000000000001,0.8200000000000002,False,True,True,True,False,True,False,False,Marginal,Fail
113,CNC,Centene Corporation,Health Care,Managed Health Care,1071739,CENTENE CORP,True,,2025.0,2026-02-17,140095000000.0,17637000000.0,2930000000.0,1293000000.0,2930000000.0,4223000000.0,665000000.0,8053000000.0,799000000.0,7254000000.0,7254000000.0,17493000000.0,17193000000.0,300000000.0,37999000000.0,34261000000.0,0.0517791498625932,1.7177362064882784,0.4146801577773967,4.14231588917831,0.0710395453469097,4.406015037593985,12.109774436090223,1.1091036455444967,0.0057032727791855,0.1892019891072697,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,82.00000000000001,0.8200000000000002,False,True,True,True,True,True,True,False,Attractive,Pass
114,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,315189,DEERE & CO,True,,2025.0,2025-12-18,61251000000.0,1509000000.0,9508000000.0,2004000000.0,9508000000.0,11512000000.0,2453000000.0,8589000000.0,1498000000.0,7091000000.0,7091000000.0,13533000000.0,7458000000.0,6075000000.0,,,0.115769538456515,0.6159659485753995,0.5239784231138698,1.1755559416261292,0.5277102154273802,3.876070118222585,3.50142682429678,,0.0244567435633703,0.1301250868658791,16,Revenues,DebtCurrent,5.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.5,3.0,3.5,82.00000000000001,0.8200000000000002,True,True,True,True,False,True,False,True,Insufficient data,Fail
115,VTRS,Viatris,Health Care,Pharmaceuticals,1792044,Viatris Inc,True,,2025.0,2026-02-26,15388400000.0,6438600000.0,766200000.0,2740500000.0,766200000.0,3506700000.0,573100000.0,2900000000.0,377000000.0,2523000000.0,2523000000.0,600000.0,991900000.0,-991300000.0,9520700000.0,5779400000.0,0.1639546671518806,0.7194798528531098,4205.0,0.0001711010351612,-0.2826874269255995,1.3369394521026,5.060198918164369,1.6473509360833305,0.0244989732525798,0.10750848375966,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,2.5,3.5,82.00000000000001,0.8200000000000002,False,True,False,True,True,True,False,True,Marginal,Fail
116,VZ,Verizon,Communication Services,Integrated Telecommunication Services,732712,VERIZON COMMUNICATIONS INC,True,,2025.0,2026-02-17,133974000000.0,,22877000000.0,17624000000.0,22877000000.0,40501000000.0,3485000000.0,37475000000.0,17059000000.0,20416000000.0,20416000000.0,22633000000.0,4194000000.0,18439000000.0,40523000000.0,64771000000.0,0.1523877767327989,0.5040863188563245,0.9020456855034684,0.5588257080072097,0.4552727093158193,6.56441893830703,10.7532281205165,0.6256349292121474,0.127330676101333,0.4211994765561344,18,Revenues,DebtCurrent,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,4.0,5.0,5.0,4.5,1.5,82.0,0.82,False,True,True,True,False,True,False,False,Marginal,Fail
117,EW,Edwards Lifesciences,Health Care,Health Care Equipment,1099800,Edwards Lifesciences Corp,True,,2025.0,2026-02-25,5010000000.0,4031600000.0,1308900000.0,144900000.0,1308900000.0,1453800000.0,18400000.0,895800000.0,253000000.0,642800000.0,642800000.0,600000000.0,3045200000.0,-2445200000.0,6285400000.0,1505200000.0,0.1283033932135728,0.4421516026963819,1.0713333333333332,0.4127115146512587,-1.6819369927087633,71.13586956521739,48.68478260869565,4.175790592612278,0.0504990019960079,0.1740266886779474,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,82.0,0.82,False,True,True,True,True,True,True,False,Attractive,Pass
118,ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,1403568,"Ulta Beauty, Inc.",True,,2025.0,2026-03-26,11207303000.0,4381100000.0,1678029000.0,243840000.0,1678029000.0,1921869000.0,755000.0,1476266000.0,435267000.0,1040999000.0,1040999000.0,62287000.0,703201000.0,-640914000.0,3028808000.0,1779478000.0,0.0928857727858343,0.5416597072953464,16.712941705331772,0.0324095971161405,-0.3334847484401902,2222.5549668874173,1955.3192052980128,1.7020766764185902,0.0388378006733645,0.2264810973068403,19,Revenues,short_term_debt + long_term_debt,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,82.0,0.82,False,True,True,True,True,True,True,False,Attractive,Pass
119,TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,1094285,TELEDYNE TECHNOLOGIES INC,True,,2025.0,2026-02-20,5635500000.0,221800000.0,1034400000.0,316400000.0,1034400000.0,1350800000.0,90800000.0,836100000.0,114900000.0,721200000.0,721200000.0,2649000000.0,649800000.0,1999200000.0,2944600000.0,1261600000.0,0.127974447697631,0.5339058335801007,0.2722536806342016,1.9610601125259104,1.4800118448326918,11.392070484581495,9.208149779735685,2.334020291693088,0.0203886079318605,0.0850607047675451,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,82.0,0.82,False,True,True,True,True,True,True,False,Attractive,Pass
120,KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,319201,KLA CORP,True,,2025.0,2025-08-08,10496056000.0,809173000.0,1016325000.0,415113000.0,1016325000.0,1431438000.0,157328000.0,3669805000.0,341591000.0,3328214000.0,3328214000.0,5880199000.0,1977129000.0,3903070000.0,10031144000.0,4660774000.0,0.3170918676500964,2.325084285871969,0.5660036335504972,4.107896395093605,2.7266776486302584,6.459911776670396,23.325822485507985,2.152248532110761,0.0325447005999205,0.2386348552993563,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,4.0,2.0,4.666666666666667,5.0,2.0,4.5,3.0,81.5,0.815,False,True,True,True,True,True,True,False,Attractive,Pass
121,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1551182,Eaton Corp plc,True,,2025.0,2026-02-26,23196000000.0,,3214000000.0,926000000.0,3214000000.0,4140000000.0,199000000.0,3624000000.0,757000000.0,2867000000.0,2867000000.0,9152000000.0,555000000.0,8597000000.0,11801000000.0,7857000000.0,0.1235988963614416,0.692512077294686,0.3132648601398601,2.210628019323672,2.0765700483091787,16.150753768844222,18.21105527638191,1.501972763141148,0.0326349370581134,0.1828502415458937,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,3.6666666666666665,5.0,3.0,5.0,3.5,81.5,0.815,False,True,True,True,True,True,True,False,Attractive,Pass
122,ECL,Ecolab,Materials,Specialty Chemicals,31462,ECOLAB INC.,True,,2025.0,2026-02-23,15320200000.0,,1992300000.0,616700000.0,1992300000.0,2609000000.0,348900000.0,2411800000.0,774800000.0,1637000000.0,1637000000.0,615700000.0,1256800000.0,-641100000.0,6025700000.0,4792800000.0,0.1068523909609535,0.6274434649290916,2.6587623842780577,0.2359908010732081,-0.2457263319279417,5.710232158211522,6.912582401834337,1.2572400267067267,0.0505737523008838,0.296972019931008,18,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,3.6666666666666665,5.0,5.0,4.0,2.5,81.49999999999999,0.8149999999999998,False,True,True,True,True,True,True,False,Attractive,Pass
123,CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,26172,CUMMINS INC,True,,2025.0,2026-02-10,34065000000.0,8249000000.0,1761000000.0,1024000000.0,1761000000.0,2785000000.0,375000000.0,3966000000.0,1213000000.0,2753000000.0,2753000000.0,23000000.0,2101000000.0,-2078000000.0,14752000000.0,11234000000.0,0.0808160868927051,0.9885098743267504,119.69565217391305,0.0082585278276481,-0.7461400359066427,4.696,10.576,1.313156489229126,0.035608395714076,0.4355475763016158,19,Revenues,DebtCurrent,4.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,3.6666666666666665,5.0,5.0,4.0,2.5,81.49999999999999,0.8149999999999998,False,True,True,True,True,True,True,False,Attractive,Pass
124,DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",1571996,Dell Technologies Inc.,True,,2026.0,2026-03-16,88425000000.0,21069000000.0,5411000000.0,3303000000.0,5411000000.0,8714000000.0,1542000000.0,8676000000.0,2756000000.0,5920000000.0,5920000000.0,5204000000.0,3633000000.0,1571000000.0,36229000000.0,46527000000.0,0.0669493921402318,0.6793665366077576,1.137586471944658,0.5971999081937113,0.1802845994950654,3.5090791180285343,5.626459143968872,0.7786661508371483,0.0311676562058241,0.3162726646775304,19,Revenues,DebtCurrent,5.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.6666666666666665,5.0,5.0,3.5,3.0,81.49999999999999,0.8149999999999998,False,True,True,True,False,True,False,False,Marginal,Fail
