lbo_rank,ticker,company,sector,sub_industry,cik,sec_company_title,fetch_success,error,year,filed,revenue,gross_profit,operating_income,depreciation_amortization,ebit,ebitda,interest_expense,operating_cash_flow,capex,fcf,free_cash_flow,total_debt,cash,net_debt,current_assets,current_liabilities,fcf_margin,fcf_conversion,fcf_to_debt,debt_to_ebitda,net_debt_to_ebitda,interest_coverage,cash_interest_coverage,current_ratio,capex_to_revenue,capex_to_ebitda,usable_metric_count,revenue_concept,debt_concept,fcf_score,fcf_margin_score,fcf_conversion_score,fcf_to_debt_score,debt_to_ebitda_score,net_debt_to_ebitda_score,interest_coverage_score,cash_interest_coverage_score,capex_to_revenue_score,capex_to_ebitda_score,cash_flow_strength_score,deleveraging_capacity_score,leverage_score,coverage_score,capex_burden_score,lbo_financial_score,financial_feasibility_score,missing_critical_data,pass_fcf_filter,pass_interest_coverage_filter,pass_debt_to_ebitda_filter,pass_current_ratio_filter,pass_capex_to_ebitda_filter,pass_hard_filters,financial_red_flag,lbo_rating,lbo_status
1,ADBE,Adobe Inc.,Information Technology,Application Software,796343,ADOBE INC.,True,,2025.0,2026-01-15,19409000000.0,17055000000.0,6650000000.0,872000000.0,6650000000.0,7522000000.0,113000000.0,7302000000.0,360000000.0,6942000000.0,6942000000.0,1499000000.0,7613000000.0,-6114000000.0,11232000000.0,10521000000.0,0.3576691225720027,0.9228928476469024,4.631087391594396,0.1992821058229194,-0.8128157404945493,58.849557522123895,64.61946902654867,1.067579127459367,0.0185480962440105,0.0478596118053709,19,Revenues,DebtCurrent,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,1.0,False,True,True,True,True,True,True,False,Ideal,Pass
2,CSCO,Cisco,Information Technology,Communications Equipment,858877,"CISCO SYSTEMS, INC.",True,,2025.0,2025-09-03,56998000000.0,35753000000.0,15031000000.0,700000000.0,15031000000.0,15731000000.0,434000000.0,19886000000.0,849000000.0,19037000000.0,19037000000.0,11341000000.0,7508000000.0,3833000000.0,36862000000.0,40584000000.0,0.3339941752342187,1.2101582861865108,1.678599770743321,0.7209331892441676,0.2436590172271311,34.633640552995395,45.82027649769585,0.9082889808791642,0.0148952594827888,0.0539698684126883,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.5,98.5,0.985,False,True,True,True,False,True,False,False,Situational,Fail
3,ANET,Arista Networks,Information Technology,Communications Equipment,1596532,"Arista Networks, Inc.",True,,2025.0,2026-02-17,5860200000.0,3630300000.0,2257300000.0,70600000.0,2257300000.0,2327900000.0,3136000.0,2034000000.0,34400000.0,1999600000.0,1999600000.0,98793000.0,2762400000.0,-2663607000.0,11910900000.0,2732200000.0,0.3412170233097846,0.8589716053095064,20.240300426143552,0.0424386786373985,-1.144210232398299,719.8022959183673,648.5969387755102,4.359453919918015,0.0058701068222927,0.0147772670647364,19,RevenueFromContractWithCustomerExcludingAssessedTax,short_term_debt + long_term_debt,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0,98.0,0.98,False,True,True,True,True,True,True,False,Ideal,Pass
4,NVDA,Nvidia,Information Technology,Semiconductors,1045810,NVIDIA CORP,True,,2026.0,2026-02-25,60922000000.0,44301000000.0,32972000000.0,1508000000.0,32972000000.0,34480000000.0,236000000.0,28090000000.0,1069000000.0,27021000000.0,27021000000.0,0.0,8589000000.0,-8589000000.0,80126000000.0,18047000000.0,0.4435343554052723,0.7836716937354988,inf,0.0,-0.2491009280742459,139.71186440677965,119.02542372881356,4.439851498864077,0.0175470273464429,0.0310034802784222,19,Revenues,DebtCurrent,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0,98.0,0.98,False,True,True,True,True,True,True,False,Ideal,Pass
5,ADSK,Autodesk,Information Technology,Application Software,769397,"Autodesk, Inc.",True,,2026.0,2026-03-03,5497000000.0,4986000000.0,1128000000.0,139000000.0,1128000000.0,1267000000.0,71000000.0,1313000000.0,31000000.0,1282000000.0,1282000000.0,2500000000.0,1599000000.0,901000000.0,3482000000.0,5151000000.0,0.2332181189739858,1.011838989739542,0.5128,1.973164956590371,0.7111286503551697,15.887323943661972,18.492957746478872,0.6759852455833819,0.0056394396943787,0.0244672454617206,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.666666666666667,5.0,4.5,5.0,5.0,96.5,0.965,False,True,True,True,False,True,False,False,Situational,Fail
6,NFLX,Netflix,Communication Services,Movies & Entertainment,1065280,NETFLIX INC,True,,2025.0,2026-01-23,33723297000.0,1650378000.0,6954003000.0,356947000.0,6954003000.0,7310950000.0,765620000.0,7274301000.0,348552000.0,6925749000.0,6925749000.0,20723441000.0,7804733000.0,12918708000.0,13100379000.0,10755400000.0,0.2053698664160861,0.9473117720679256,0.3341987944955666,2.834575670740465,1.7670354741859813,9.082838745069356,9.5011898853217,1.2180280603231866,0.0103356442283801,0.0476753363106025,19,Revenues,LongTermDebt,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0,5.0,95.5,0.955,False,True,True,True,True,True,True,False,Ideal,Pass
7,AVGO,Broadcom,Information Technology,Semiconductors,1730168,Broadcom Inc.,True,,2025.0,2025-12-18,35819000000.0,24690000000.0,16207000000.0,502000000.0,16207000000.0,16709000000.0,1737000000.0,18085000000.0,452000000.0,17633000000.0,17633000000.0,40994000000.0,9348000000.0,31646000000.0,19595000000.0,16697000000.0,0.4922806331835059,1.055299539170507,0.4301361174806069,2.453408342809265,1.8939493686037463,9.330454807138745,10.411629245826138,1.1735641133137689,0.0126190010888076,0.0270512897241007,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0,5.0,95.5,0.955,False,True,True,True,True,True,True,False,Ideal,Pass
8,QCOM,Qualcomm,Information Technology,Semiconductors,804328,QUALCOMM INC/DE,True,,2025.0,2025-11-05,35820000000.0,,7788000000.0,1809000000.0,7788000000.0,9597000000.0,694000000.0,11299000000.0,1450000000.0,9849000000.0,9849000000.0,1364000000.0,7849000000.0,-6485000000.0,25231000000.0,10504000000.0,0.2749581239530988,1.026258205689278,7.220674486803519,0.1421277482546629,-0.6757319995832031,11.221902017291066,16.280979827089336,2.402037319116527,0.0404801786711334,0.1510888819422736,18,Revenues,DebtCurrent,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.5,95.5,0.955,False,True,True,True,True,True,True,False,Ideal,Pass
9,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,6951,APPLIED MATERIALS INC /DE,True,,2025.0,2025-12-12,26517000000.0,12384000000.0,7654000000.0,515000000.0,7654000000.0,8169000000.0,236000000.0,8700000000.0,1106000000.0,7594000000.0,7594000000.0,5313000000.0,6132000000.0,-819000000.0,21220000000.0,8468000000.0,0.2863823207753516,0.9296119476068062,1.4293242988895165,0.6503856041131105,-0.1002570694087403,32.432203389830505,36.86440677966102,2.5059045819555976,0.0417090922804238,0.1353898886032562,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.5,95.5,0.955,False,True,True,True,True,True,True,False,Ideal,Pass
10,BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1075531,Booking Holdings Inc.,True,,2025.0,2026-02-18,21365000000.0,12439000000.0,5835000000.0,504000000.0,5835000000.0,6339000000.0,334000000.0,7344000000.0,345000000.0,6999000000.0,6999000000.0,16598000000.0,16164000000.0,434000000.0,20491000000.0,15647000000.0,0.327591855838989,1.104117368670137,0.4216773105193396,2.618394068465057,0.0684650575800599,17.47005988023952,21.98802395209581,1.3095801112034255,0.0161479054528434,0.0544249881684808,19,Revenues,LongTermDebt,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.5,95.49999999999999,0.9549999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
11,AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",320193,Apple Inc.,True,,2025.0,2025-10-31,383285000000.0,169148000000.0,114301000000.0,11519000000.0,114301000000.0,125820000000.0,2645000000.0,110543000000.0,10959000000.0,99584000000.0,99584000000.0,96662000000.0,29943000000.0,66719000000.0,152987000000.0,176392000000.0,0.259817107374408,0.7914798919090764,1.0302290455401295,0.7682562390716897,0.5302734064536639,43.21398865784499,41.79319470699433,0.8673125765340832,0.0285923007683577,0.0871006199332379,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.666666666666667,5.0,5.0,5.0,4.0,95.0,0.95,False,True,True,True,False,True,False,False,Situational,Fail
12,LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,707549,LAM RESEARCH CORP,True,,2025.0,2025-08-11,17428516000.0,7776925000.0,5174860000.0,342432000.0,5174860000.0,5517292000.0,208597000.0,5178938000.0,501568000.0,4677370000.0,4677370000.0,4967361000.0,5337056000.0,-369695000.0,12883220000.0,4338438000.0,0.2683745420436255,0.8477655342512233,0.941620711681716,0.900325920759677,-0.0670066039644086,24.807931082422087,24.82748074037498,2.969552636225296,0.0287785833286092,0.0909083659157427,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.666666666666667,5.0,5.0,5.0,4.0,95.0,0.95,False,True,True,True,True,True,True,False,Ideal,Pass
13,LEN,Lennar,Consumer Discretionary,Homebuilding,920760,LENNAR CORP /NEW/,True,,2025.0,2026-01-28,34233366000.0,726079000.0,2463191000.0,30349000.0,2463191000.0,2493540000.0,36551000.0,5179738000.0,99799000.0,5079939000.0,5079939000.0,4189239000.0,4909664000.0,-720425000.0,,,0.1483914552837135,2.037239827714815,1.2126161816024343,1.680036815130297,-0.288916560392053,67.39052283111269,141.71262072173127,,0.0029152552512656,0.0400230194823423,16,Revenues,LongTermDebt,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.333333333333333,5.0,4.5,5.0,5.0,94.5,0.945,True,True,True,True,False,True,False,True,Insufficient data,Fail
14,ACN,Accenture,Information Technology,IT Consulting & Other Services,1467373,Accenture plc,True,,2025.0,2025-10-10,64111745000.0,,8809889000.0,620659000.0,8809889000.0,9430548000.0,47525000.0,9524268000.0,528172000.0,8996096000.0,8996096000.0,946229000.0,5004469000.0,-4058240000.0,20857781000.0,18976127000.0,0.1403190008320628,0.9539314152263474,9.507313768654312,0.1003365870148797,-0.4303291812946607,185.37378221988428,200.4054287217254,1.099159011741437,0.0082383032937256,0.0560065014249437,18,Revenues,DebtCurrent,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.333333333333333,5.0,5.0,5.0,4.5,94.5,0.945,False,True,True,True,True,True,True,False,Ideal,Pass
15,CRM,Salesforce,Information Technology,Application Software,1108524,"Salesforce, Inc.",True,,2025.0,2026-03-02,34857000000.0,26316000000.0,5011000000.0,1100000000.0,5011000000.0,6111000000.0,89000000.0,10234000000.0,736000000.0,9498000000.0,9498000000.0,8433000000.0,8848000000.0,-415000000.0,29727000000.0,27980000000.0,0.2724847232980463,1.554246440844379,1.1262895766631091,1.3799705449189985,-0.0679103256422844,56.30337078651685,114.98876404494382,1.0624374553252325,0.0211148406345927,0.1204385534282441,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.5,5.0,3.5,94.0,0.94,False,True,True,True,True,True,True,False,Ideal,Pass
16,GILD,Gilead Sciences,Health Care,Biotechnology,882095,"GILEAD SCIENCES, INC.",True,,2025.0,2026-02-24,27116000000.0,4243000000.0,7605000000.0,354000000.0,7605000000.0,7959000000.0,1001000000.0,8006000000.0,585000000.0,7421000000.0,7421000000.0,1815000000.0,5412000000.0,-3597000000.0,19173000000.0,12004000000.0,0.2736760584156955,0.9324035682874732,4.08870523415978,0.2280437240859404,-0.4519411986430456,7.597402597402597,7.998001998001998,1.5972175941352882,0.0215739784629001,0.073501696192989,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,93.99999999999999,0.9399999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
17,FTNT,Fortinet,Information Technology,Systems Software,1262039,"Fortinet, Inc.",True,,2025.0,2026-02-25,5304800000.0,4067600000.0,1241100000.0,113400000.0,1241100000.0,1354500000.0,21000000.0,1935500000.0,204100000.0,1731400000.0,1731400000.0,994300000.0,2875900000.0,-1881600000.0,5971500000.0,4060700000.0,0.3263836525410948,1.2782576596530084,1.7413255556673035,0.7340716131413806,-1.3891472868217054,59.1,92.16666666666669,1.470559263181225,0.0384745890514251,0.1506829088224437,19,RevenueFromContractWithCustomerExcludingAssessedTax,short_term_debt + long_term_debt,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.666666666666667,5.0,5.0,5.0,3.5,93.50000000000001,0.9350000000000002,False,True,True,True,True,True,True,False,Ideal,Pass
18,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,97745,THERMO FISHER SCIENTIFIC INC.,True,,2025.0,2026-02-26,42857000000.0,2580000000.0,6859000000.0,1068000000.0,6859000000.0,7927000000.0,536000000.0,8406000000.0,1479000000.0,6927000000.0,6927000000.0,2214000000.0,4009000000.0,-1795000000.0,22137000000.0,13332000000.0,0.1616305387684625,0.8738488709473949,3.1287262872628725,0.2792985997224675,-0.226441276649426,12.796641791044776,15.682835820895525,1.6604410441044104,0.0345101150337167,0.1865775198688028,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.666666666666667,5.0,5.0,5.0,3.5,93.50000000000001,0.9350000000000002,False,True,True,True,True,True,True,False,Ideal,Pass
19,SWKS,Skyworks Solutions,Information Technology,Semiconductors,4127,"SKYWORKS SOLUTIONS, INC.",True,,2025.0,2025-11-07,4772400000.0,2107300000.0,1125000000.0,387800000.0,1125000000.0,1512800000.0,64400000.0,1856400000.0,210300000.0,1646100000.0,1646100000.0,0.0,1368600000.0,-1368600000.0,3341000000.0,602700000.0,0.3449207945687704,1.088114754098361,inf,0.0,-0.9046800634584876,17.46894409937888,28.82608695652174,5.543388086942094,0.0440658788031179,0.1390137493389741,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.666666666666667,5.0,5.0,5.0,3.5,93.50000000000001,0.9350000000000002,False,True,True,True,True,True,True,False,Ideal,Pass
20,PAYX,Paychex,Industrials,Human Resource & Employment Services,723531,PAYCHEX INC,True,,2025.0,2025-07-11,4907300000.0,,2033100000.0,176600000.0,2033100000.0,2209700000.0,36600000.0,1706200000.0,143000000.0,1563200000.0,1563200000.0,798600000.0,1222000000.0,-423400000.0,7251500000.0,5309100000.0,0.3185458398712122,0.707426347467982,1.9574254946155771,0.3614065257727293,-0.191609720776576,55.54918032786885,46.61748633879781,1.3658623872219398,0.0291402604283414,0.0647146671493868,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.333333333333333,5.0,5.0,5.0,4.0,92.99999999999999,0.9299999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
21,PLTR,Palantir Technologies,Information Technology,Application Software,1321655,Palantir Technologies Inc.,True,,2025.0,2026-02-17,2225012000.0,1793907000.0,119966000.0,33354000.0,119966000.0,153320000.0,3640000.0,712183000.0,15114000.0,697069000.0,697069000.0,197977000.0,831047000.0,-633070000.0,5934289000.0,996018000.0,0.3132877485604572,4.5464975215236105,3.520959505397092,1.291266631881033,-4.12907644142969,32.957692307692305,195.65467032967032,5.958013810995384,0.0067927723535873,0.0985781372293242,19,RevenueFromContractWithCustomerExcludingAssessedTax,short_term_debt + long_term_debt,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.333333333333333,5.0,4.5,5.0,4.5,92.99999999999999,0.9299999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
22,AME,Ametek,Industrials,Electrical Components & Equipment,1037868,AMETEK INC/,True,,2025.0,2026-02-17,6596950000.0,,1707459000.0,337636000.0,1707459000.0,2045095000.0,80381000.0,1735296000.0,136249000.0,1599047000.0,1599047000.0,654346000.0,373999000.0,280347000.0,2603032000.0,2098587000.0,0.242391862906343,0.7818937506570599,2.443733132012728,0.3199587305235209,0.1370826294133035,21.24207213147385,21.58838531493761,1.240373641883801,0.0206533322217085,0.0666223329478581,18,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.333333333333333,5.0,5.0,5.0,4.0,92.99999999999999,0.9299999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
23,VRSN,Verisign,Information Technology,Internet Services & Infrastructure,1014473,VERISIGN INC/CA,True,,2025.0,2026-02-05,1493100000.0,,1000600000.0,44100000.0,1000600000.0,1044700000.0,75300000.0,853800000.0,45800000.0,808000000.0,808000000.0,100000000.0,206700000.0,-106700000.0,663800000.0,1531100000.0,0.5411559841939588,0.7734277783095626,8.08,0.0957212596917775,-0.1021345840911266,13.288180610889777,11.338645418326694,0.4335445104826595,0.0306744357377268,0.0438403369388341,18,Revenues,LongTermDebt,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.5,92.5,0.925,False,True,True,True,False,True,False,False,Situational,Fail
24,DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,313616,DANAHER CORP /DE/,True,,2025.0,2026-02-24,23890000000.0,14034000000.0,5202000000.0,675000000.0,5202000000.0,5877000000.0,231000000.0,7164000000.0,1383000000.0,5781000000.0,5781000000.0,505000000.0,5995000000.0,-5490000000.0,9497000000.0,6798000000.0,0.2419840937630807,0.9836651352730984,11.447524752475248,0.085928194657138,-0.9341500765696784,22.51948051948052,31.01298701298701,1.3970285378052367,0.0578903306822938,0.2353241449719244,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,2.5,92.5,0.925,False,True,True,True,True,True,True,False,Ideal,Pass
25,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,200406,JOHNSON & JOHNSON,True,,2025.0,2026-02-11,85159000000.0,58606000000.0,14955000000.0,7486000000.0,14955000000.0,22441000000.0,183000000.0,22791000000.0,4543000000.0,18248000000.0,18248000000.0,6000000000.0,24105000000.0,-18105000000.0,55893000000.0,50321000000.0,0.2142815204499818,0.813154494006506,3.041333333333333,0.267367764359877,-0.8067822289559289,81.72131147540983,124.54098360655738,1.1107291190556627,0.0533472680515271,0.2024419589144868,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,2.5,92.5,0.925,False,True,True,True,True,True,True,False,Ideal,Pass
26,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,1699150,Ingersoll Rand Inc.,True,,2025.0,2026-02-17,6876100000.0,2882200000.0,1164300000.0,459100000.0,1164300000.0,1623400000.0,87700000.0,1377400000.0,105400000.0,1272000000.0,1272000000.0,3100000.0,1541200000.0,-1538100000.0,4163500000.0,1818900000.0,0.1849885836447986,0.783540717013675,410.3225806451613,0.0019095725021559,-0.9474559566342244,13.27594070695553,15.70581527936146,2.289020836769476,0.015328456537863,0.0649254650733029,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.5,92.5,0.925,False,True,True,True,True,True,True,False,Ideal,Pass
27,REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,872589,"REGENERON PHARMACEUTICALS, INC.",True,,2025.0,2026-02-04,13117200000.0,,4047100000.0,421000000.0,4047100000.0,4468100000.0,57300000.0,4594000000.0,718600000.0,3875400000.0,3875400000.0,1984400000.0,2730000000.0,-745600000.0,18660900000.0,3944300000.0,0.2954441496660873,0.8673485374096372,1.9529328764362024,0.4441261386271569,-0.1668718247129652,70.63001745200698,80.17452006980803,4.731105646122252,0.0547830329643521,0.1608289877128981,18,RevenueFromContractWithCustomerExcludingAssessedTax,short_term_debt + long_term_debt,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.666666666666667,5.0,5.0,5.0,3.0,92.00000000000001,0.9200000000000002,False,True,True,True,True,True,True,False,Ideal,Pass
28,PM,Philip Morris International,Consumer Staples,Tobacco,1413329,Philip Morris International Inc.,True,,2025.0,2026-02-06,35174000000.0,22281000000.0,11556000000.0,1398000000.0,11556000000.0,12954000000.0,737000000.0,9204000000.0,1321000000.0,7883000000.0,7883000000.0,14755000000.0,4216000000.0,10539000000.0,20170000000.0,22915000000.0,0.2241144026838005,0.6085379033503165,0.5342595730260928,1.139030415315733,0.8135710977304308,15.6797829036635,12.488466757123474,0.8802094697796203,0.0375561494285551,0.1019762235602902,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.666666666666667,5.0,4.5,5.0,3.5,92.00000000000001,0.9200000000000002,False,True,True,True,False,True,False,False,Situational,Fail
29,KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,1601046,"Keysight Technologies, Inc.",True,,2025.0,2025-12-17,5464000000.0,,1358000000.0,120000000.0,1358000000.0,1478000000.0,78000000.0,1408000000.0,197000000.0,1211000000.0,1211000000.0,1790000000.0,1796000000.0,-6000000.0,4257000000.0,1427000000.0,0.2216325036603221,0.8193504736129905,0.676536312849162,1.2110960757780784,-0.0040595399188092,17.41025641025641,18.05128205128205,2.9831814996496147,0.0360541727672035,0.1332882273342354,18,Revenues,LongTermDebt,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.666666666666667,5.0,4.5,5.0,3.5,92.00000000000001,0.9200000000000002,False,True,True,True,True,True,True,False,Ideal,Pass
30,MO,Altria,Consumer Staples,Tobacco,764180,"ALTRIA GROUP, INC.",True,,2025.0,2026-02-25,24483000000.0,14284000000.0,11547000000.0,272000000.0,11547000000.0,11819000000.0,1188000000.0,9287000000.0,196000000.0,9091000000.0,9091000000.0,24926000000.0,3686000000.0,21240000000.0,4513000000.0,8781000000.0,0.3713188743209574,0.7691852102546747,0.3647195699269839,2.1089770708181743,1.79710635417548,9.719696969696969,7.8173400673400675,0.513950575105341,0.008005554874811,0.0165834672984178,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.666666666666667,5.0,3.5,4.5,5.0,92.0,0.92,False,True,True,True,False,True,False,False,Situational,Fail
31,PG,Procter & Gamble,Consumer Staples,Personal Care Products,80424,PROCTER & GAMBLE Co,True,,2025.0,2025-08-04,82006000000.0,,18134000000.0,2714000000.0,18134000000.0,20848000000.0,502000000.0,16848000000.0,3062000000.0,13786000000.0,13786000000.0,7191000000.0,7214000000.0,-23000000.0,24709000000.0,33627000000.0,0.168109650513377,0.6612624712202609,1.9171186204978443,0.3449251726784343,-0.0011032233307751,36.123505976095615,33.56175298804781,0.7347964433342254,0.037338731312343,0.1468726016884113,18,Revenues,DebtCurrent,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.333333333333333,5.0,5.0,5.0,3.5,91.5,0.915,False,True,True,True,False,True,False,False,Situational,Fail
32,MSI,Motorola Solutions,Information Technology,Communications Equipment,68505,"Motorola Solutions, Inc.",True,,2025.0,2026-02-12,9978000000.0,4970000000.0,2294000000.0,356000000.0,2294000000.0,2650000000.0,249000000.0,2044000000.0,253000000.0,1791000000.0,1791000000.0,1313000000.0,2102000000.0,-789000000.0,6479000000.0,5055000000.0,0.1794948887552615,0.6758490566037736,1.364051789794364,0.4954716981132075,-0.2977358490566038,9.21285140562249,8.208835341365463,1.2817012858555883,0.0253557827219883,0.0954716981132075,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,91.0,0.91,False,True,True,True,True,True,True,False,Ideal,Pass
33,UNH,UnitedHealth Group,Health Care,Managed Health Care,731766,UNITEDHEALTH GROUP INC,True,,2025.0,2026-03-02,371622000000.0,,32358000000.0,3972000000.0,32358000000.0,36330000000.0,3246000000.0,29068000000.0,3386000000.0,25682000000.0,25682000000.0,4545000000.0,25312000000.0,-20767000000.0,85779000000.0,103769000000.0,0.0691078569083638,0.7069088907239196,5.6506050605060505,0.125103220478943,-0.5716212496559318,9.968576709796674,8.955021565003081,0.8266341585637329,0.0091114089047472,0.0932012111202862,18,Revenues,DebtCurrent,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.6666666666666665,5.0,5.0,5.0,4.5,90.49999999999999,0.9049999999999998,False,True,True,True,False,True,False,False,Situational,Fail
34,POOL,Pool Corporation,Consumer Discretionary,Distributors,945841,POOL CORP,True,,2025.0,2026-02-26,5541595000.0,1660044000.0,746567000.0,31585000.0,746567000.0,778152000.0,9667000.0,888229000.0,60096000.0,828133000.0,828133000.0,49473000.0,45591000.0,3882000.0,1729114000.0,844186000.0,0.149439466435205,1.0642303817249072,16.73909000869161,0.0635775529716559,0.0049887425592943,77.22840591703735,91.88259025550845,2.048261875937293,0.010844531222509,0.0772291274712395,19,Revenues,DebtCurrent,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.6666666666666665,5.0,5.0,5.0,4.5,90.49999999999999,0.9049999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
35,AOS,A. O. Smith,Industrials,Building Products,91142,SMITH A O CORP,True,,2025.0,2026-02-10,3852800000.0,1484800000.0,745500000.0,78300000.0,745500000.0,823800000.0,12000000.0,670300000.0,72600000.0,597700000.0,597700000.0,193200000.0,239600000.0,-46400000.0,1392900000.0,897200000.0,0.1551339285714285,0.7255401796552561,3.0936853002070395,0.2345229424617625,-0.0563243505705268,62.125,55.85833333333333,1.5524966562639322,0.0188434385382059,0.0881281864530225,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.6666666666666665,5.0,5.0,5.0,4.5,90.49999999999999,0.9049999999999998,False,True,True,True,True,True,True,False,Ideal,Pass
